10.229.114.134 or-kdr-baibakova4-p1 Байбакова Н.К., д. 4
10.228.64.90 d1-kdr-esenina84-b-p2 Сергея Есенина, д. 84/к.б
10.229.66.50 d1-kdr-yatskova8-p1 Яцкова И.В., д. 8
10.229.66.51 d1-kdr-yatskova8-p2 Яцкова И.В., д. 8
10.229.66.52 d1-kdr-yatskova8-p3 Яцкова И.В., д. 8
10.229.64.27 d2-kdr-blago19-p3 Дмитрия Благоева, д. 19
10.229.123.130 d1-kdr-vojskovaya20-9 Войсковая, д. 20/к.9
10.229.123.131 d1-kdr-vojskovaya20-10 Войсковая, д. 20/к.10
10.229.123.132 d1-kdr-vojskovaya20-11 Войсковая, д. 20/к.11
10.229.123.133 d1-kdr-vojskovaya20-12 Войсковая, д. 20/к.12
10.229.66.72 d1-kdr-averkieva16-p3 Аверкиева А.А., д. 16
10.229.66.71 d1-kdr-averkieva20-p2 Аверкиева А.А., д. 20
10.229.123.143 d1-kdr-zhigulenko4-p2 Евгении Жигуленко, д. 4
10.229.66.57 d1-kdr-yatskova14-p1 Яцкова И.В., д. 14
10.229.66.59 d1-kdr-yatskova14-p3 Яцкова И.В., д. 14
10.229.66.58 d1-kdr-yatskova14-p2 Яцкова И.В., д. 14
10.229.66.56 d1-kdr-yatskova12-p4 Яцкова И.В., д. 12
10.229.66.53 d1-kdr-yatskova12-p1 Яцкова И.В., д. 12
10.229.66.54 d1-kdr-yatskova12-p2 Яцкова И.В., д. 12
10.229.66.55 d1-kdr-yatskova12-p3 Яцкова И.В., д. 12
10.229.66.62 d1-kdr-kotlyarova32-p Котлярова Н.С., д. 32
10.229.66.63 d1-kdr-kotlyarova32-p2 Котлярова Н.С., д. 32
10.229.66.64 d1-kdr-kotlyarova32-p3 Котлярова Н.С., д. 32
10.229.66.65 d1-kdr-kotlyarova32-p4 Котлярова Н.С., д. 32
10.229.64.33 d3-kdr-ignat16-p2 Игнатова, д. 16
10.229.126.73 d2-kdr-chekistov4-p5 Чекистов, д. 4
10.229.65.23 d2-kdr-ciolk5-1-p1 Циолковского, д. 5/к.1
10.228.78.77 d2-kdr-tulae18-p10 Тюляева, д. 18
10.229.66.73 d1-kdr-razved30-p2 Героев-Разведчиков, д. 30
10.229.64.32 d2-kdr-blago2-p3 Дмитрия Благоева, д. 2
10.229.65.15 d1-kdr-dalnjaja4-2-3-p1 Дальняя, д. 4/2/к.3
10.229.65.16 d1-kdr-dalnjaja4-2-3-p2 Дальняя, д. 4/2/к.3
10.229.123.144 d2-kdr-pokryshk4-6-p2 Покрышкина, д. 4/к.6
10.229.123.145 d1-kdr-agrohim112-2 Агрохимическая, д. 112/к.2
10.229.64.29 d1-kdr-ignat51-p3 Игнатова, д. 51
10.229.65.19 d1-kdr-prodalnji11-2-p3 Дальний, д. 11/к.2
10.229.65.22 d1-kdr-prodalnji11-1-p3 Дальний, д. 11/к.1
10.229.65.17 d1-kdr-prodalnji11-2-p1 Дальний, д. 11/к.2
10.229.65.21 d1-kdr-prodalnji11-1-p2 Дальний, д. 11/к.1
10.229.65.18 d1-kdr-prodalnji11-2-p2 Дальний, д. 11/к.2
10.229.65.20 d1-kdr-prodalnji11-1-p1 Дальний, д. 11/к.1
10.228.77.14 d3-kdr-sormo112-p5 Сормовская, д. 112
10.228.69.240 d1-kdr-trosheva22-b2b Генерала Трошева Г.Н., д. 22,  труба котельной
10.229.123.147 d1-kdr-topolin46-2-p2 Тополиная, д. 46/к.2
10.229.123.148 d1-kdr-topolin46-2-p3 Тополиная, д. 46/к.2
10.229.123.146 d1-kdr-topolin46-2-p1 Тополиная, д. 46/к.2
10.229.64.37 d2-kdr-gidro59-2-2-p2 Гидростроителей, д. 59/к.2лит2
10.229.123.155 d1-kdr-sokolova86-1-p1 Соколова М.Е., д. 86/к.1
10.229.123.157 d1-kdr-sokolova86-2 Соколова М.Е., д. 86/к.2
10.229.123.150 d2-kdr-agronom2-5-1-p1 Агрономическая, д. 2/5/к.1
10.229.64.35 d2-kdr-gidro59-2-2-p1 Гидростроителей, д. 59/к.2лит2
10.229.64.34 d1-kdr-gidro59-2-2-p1 Гидростроителей, д. 59/к.2лит2
10.229.123.156 d1-kdr-sokolova86-1-p2 Соколова М.Е., д. 86/к.1
10.229.123.154 d2-kdr-agronom2-5-2 Агрономическая, д. 2/5/к.2
10.229.123.151 d1-kdr-agronom2-5-2 Агрономическая, д. 2/5/к.2
10.229.123.153 d2-kdr-agronom2-5-1-p2 Агрономическая, д. 2/5/к.1
10.229.123.158 d2-kdr-sokolova86-2 Соколова М.Е., д. 86/к.2
10.229.123.149 d1-kdr-agronom2-5-1-p1 Агрономическая, д. 2/5/к.1
10.229.64.36 d1-kdr-gidro59-2-2-p2 Гидростроителей, д. 59/к.2лит2
10.229.123.152 d1-kdr-agronom2-5-1-p2 Агрономическая, д. 2/5/к.1
10.229.123.92 d1-kdr-lukjanenko16-p2 Лукьяненко П.П., д. 16
10.229.66.87 dm1-kdr-yatskova9-3-p6 Яцкова И.В., д. 9/к.3
10.229.123.159 d1-kdr-dushis79-1-p1 Душистая, д. 79/к.1
10.229.123.161 d1-kdr-dushis79-1-p2 Душистая, д. 79/к.1
10.229.123.160 d2-kdr-dushis79-1-p1 Душистая, д. 79/к.1
10.229.123.166 d2-kdr-dushis79-2-p2 Душистая, д. 79/к.2
10.229.123.165 d1-kdr-dushis79-2-p2 Душистая, д. 79/к.2
10.229.123.163 d1-kdr-dushis79-2-p1 Душистая, д. 79/к.2
10.229.123.164 d2-kdr-dushis79-2-p1 Душистая, д. 79/к.2
10.229.123.167 d2-kdr-5dorozhnaya68-3-p1 5-я Дорожная, д. 68/к.3
10.229.123.169 d2-kdr-5dorozhnaya68-3-p2 5-я Дорожная, д. 68/к.3
10.229.123.168 d1-kdr-5dorozhnaya68-3-p2 5-я Дорожная, д. 68/к.3
10.228.126.41 d1-kdr-5dorozhnaya68-3-p1 5-я Дорожная, д. 68/к.3
10.228.79.47 d2-kdr-gidro57-p2 Гидростроителей, д. 57
10.228.75.77 d2-kdr-staso166 Стасова, д. 166
10.228.79.161 d2-kdr-gidro36-p3 Гидростроителей, д. 36
10.228.76.207 d1-kdr-nevki19-p7 Невкипелого, д. 19
10.228.76.10 d2-kdr-pocht80-3-p3 Мачуги В.Н., д. 80/к.3
10.228.77.134 d1-kdr-simfe58-3-p1 Симферопольская, д. 58/3
10.228.123.210 d1-kdr-simfe58-3-p2 Симферопольская, д. 58/3
10.228.77.129 d2-kdr-simfe12-p2 Симферопольская, д. 12
10.228.75.78 d2-kdr-stavr268 Ставропольская, д. 268
10.228.75.75 d2-kdr-staro117 Старокубанская, д. 117
10.229.66.86 d1-kdr-yatskova9-1-p4 Яцкова И.В., д. 9/к.1
10.229.66.85 d1-kdr-yatskova9-1-p3 Яцкова И.В., д. 9/к.1
10.229.66.74 d1-kdr-yatskova9-2-p1 Яцкова И.В., д. 9/к.2
10.228.79.159 d2-kdr-nevki10-p3 Невкипелого, д. 10
10.228.79.107 d2-kdr-nevki10-p2 Невкипелого, д. 10
10.229.66.84 d1-kdr-yatskova9-1-p2 Яцкова И.В., д. 9/к.1
10.228.76.92 d1-kdr-nevki10-p2 Невкипелого, д. 10
10.229.66.75 d2-kdr-yatskova9-2-p1 Яцкова И.В., д. 9/к.2
10.229.66.83 d1-kdr-yatskova9-1-p1 Яцкова И.В., д. 9/к.1
10.228.76.8 d1-kdr-nevki10-p1 Невкипелого, д. 10
10.228.79.142 d1-kdr-nevki10-p3 Невкипелого, д. 10
10.229.66.89 d1-kdr-40lp117-p1 40-летия Победы, д. 117
10.229.66.68 d1-kdr-yatskova6-p1 Яцкова И.В., д. 6
10.229.66.70 d1-kdr-yatskova6-p3 Яцкова И.В., д. 6
10.229.66.69 d1-kdr-yatskova6-p2 Яцкова И.В., д. 6
10.229.126.79 d4-kdr-rileeva360-p2 Рылеева, д. 360
10.228.79.162 d2-kdr-blago4-p6 Дмитрия Благоева, д. 4
10.228.79.166 qf1-kdr-snesareva8-p4 Снесарева, д. 8
10.229.66.82 d1-kdr-yatskova9-3-p6 Яцкова И.В., д. 9/к.3
10.229.126.75 d2-kdr-taman153-3-a-p1 Таманская, д. 153/к.3
10.229.66.80 d1-kdr-yatskova9-3-p4 Яцкова И.В., д. 9/к.3
10.229.66.81 d1-kdr-yatskova9-3-p5 Яцкова И.В., д. 9/к.3
10.229.66.79 d1-kdr-yatskova9-3-p3 Яцкова И.В., д. 9/к.3
10.229.126.77 d2-kdr-taman153-3-a-p2 Таманская, д. 153/к.3
10.229.66.78 d2-kdr-yatskova9-3-p2 Яцкова И.В., д. 9/к.3
10.229.126.74 d1-kdr-taman153-3-a-p1 Таманская, д. 153/к.3
10.229.66.76 d1-kdr-yatskova9-3-p1 Яцкова И.В., д. 9/к.3
10.229.126.76 d1-kdr-taman153-3-a-p2 Таманская, д. 153/к.3
10.229.66.77 d1-kdr-yatskova9-3-p2 Яцкова И.В., д. 9/к.3
10.228.119.206 d2-kdr-korenov2-1-p1 Кореновская, д. 2/к.1
10.229.65.25 d1-kdr-repina3-1-1-p2 Репина, д. 3/1/к.1
10.229.65.29 d1-kdr-repina3-1-3-p2 Репина, д. 3/1/к.3
10.229.123.173 d1-kdr-korenov2-3-p1 Кореновская, д. 2/к.3
10.229.65.28 d1-kdr-repina3-1-3-p1 Репина, д. 3/1/к.3
10.229.123.174 d2-kdr-korenov2-3-p1 Кореновская, д. 2/к.3
10.229.65.27 d1-kdr-repina3-1-2-p2 Репина, д. 3/1/к.2
10.229.123.172 d1-kdr-korenov2-2-p1 Кореновская, д. 2/к.2
10.229.123.170 d1-kdr-korenov2-1-p2 Кореновская, д. 2/к.1
10.229.65.26 d1-kdr-repina3-1-2-p1 Репина, д. 3/1/к.2
10.229.123.171 d2-kdr-korenov2-1-p2 Кореновская, д. 2/к.1
10.229.65.30 d1-kdr-repina3-1-3-p3 Репина, д. 3/1/к.3
10.228.64.45 d1-kdr-korenov2-1-p1 Кореновская, д. 2/к.1
10.229.65.24 d1-kdr-repina3-1-1-p1 Репина, д. 3/1/к.1
10.229.66.114 d2-kdr-razved23-1-p2 Героев-Разведчиков, д. 23/1
10.228.79.167 d2-kdr-blago9-p3 Дмитрия Благоева, д. 9
10.228.77.12 qs1-kdr-urals194-p5 Уральская, д. 194
10.228.79.170 es1-kdr-gidro28-p5 Гидростроителей, д. 28
10.229.123.179 d1-kdr-dushis60-2-p3 Душистая, д. 60/к.2
10.229.123.185 d1-kdr-dushis60-1-p1 Душистая, д. 60/к.1
10.229.123.184 d2-kdr-dushis60-2-p6 Душистая, д. 60/к.2
10.229.123.176 d2-kdr-dushis60-2-p1 Душистая, д. 60/к.2
10.229.123.178 d2-kdr-dushis60-2-p2 Душистая, д. 60/к.2
10.229.123.182 d2-kdr-dushis60-2-p5 Душистая, д. 60/к.2
10.229.123.183 d1-kdr-dushis60-2-p6 Душистая, д. 60/к.2
10.229.123.175 d1-kdr-dushis60-2-p1 Душистая, д. 60/к.2
10.229.123.177 d1-kdr-dushis60-2-p2 Душистая, д. 60/к.2
10.229.123.180 d1-kdr-dushis60-2-p4 Душистая, д. 60/к.2
10.229.123.181 d1-kdr-dushis60-2-p5 Душистая, д. 60/к.2
10.228.79.184 d2-kdr-gidro33-p2 Гидростроителей, д. 33
10.229.66.168 d2-kdr-vesen21-p2 Весенняя, д. 21
10.229.66.111 d1-kdr-yatskova15-2-p6 Яцкова И.В., д. 15/к.2
10.229.66.106 d1-kdr-yatskova15-2-p2 Яцкова И.В., д. 15/к.2
10.229.66.95 d2-kdr-yatskova15-1-p5 Яцкова И.В., д. 15/к.1
10.229.65.35 d1-kdr-stahan1-p4 Стахановская, д. 1
10.229.66.105 d1-kdr-yatskova15-2-p1 Яцкова И.В., д. 15/к.2
10.229.66.92 d1-kdr-yatskova15-1-p3 Яцкова И.В., д. 15/к.1
10.229.66.94 d1-kdr-yatskova15-1-p5 Яцкова И.В., д. 15/к.1
10.229.65.34 d1-kdr-stahan1-p3 Стахановская, д. 1
10.229.65.32 d1-kdr-stahan1-p1 Стахановская, д. 1
10.229.66.108 d1-kdr-yatskova15-2-p3 Яцкова И.В., д. 15/к.2
10.229.66.107 d2-kdr-yatskova15-2-p2 Яцкова И.В., д. 15/к.2
10.229.65.36 d2-kdr-avia27-p3 Авиагородок, д. 27
10.229.66.90 d1-kdr-yatskova15-1-p1 Яцкова И.В., д. 15/к.1
10.229.66.110 d1-kdr-yatskova15-2-p5 Яцкова И.В., д. 15/к.2
10.229.65.33 d1-kdr-stahan1-p2 Стахановская, д. 1
10.229.66.93 d1-kdr-yatskova15-1-p4 Яцкова И.В., д. 15/к.1
10.229.66.96 d1-kdr-yatskova15-1-p6 Яцкова И.В., д. 15/к.1
10.229.66.91 d1-kdr-yatskova15-1-p2 Яцкова И.В., д. 15/к.1
10.229.66.109 d1-kdr-yatskova15-2-p4 Яцкова И.В., д. 15/к.2
10.228.77.217 d3-kdr-tulae19-2-p5 Тюляева, д. 19/к.2
10.229.66.151 d1-kdr-yatskova13-p1 Яцкова И.В., д. 13
10.229.66.101 d1-kdr-bocharnikova3-p2 Георгия Бочарникова, д. 3
10.229.66.97 d1-kdr-shevelyova2-p1 Николая Шевелёва, д. 2
10.229.66.152 d2-kdr-yatskova13-p1 Яцкова И.В., д. 13
10.229.66.104 d1-kdr-bocharnikova3-p5 Георгия Бочарникова, д. 3
10.229.66.100 d1-kdr-bocharnikova3-p1 Георгия Бочарникова, д. 3
10.229.66.99 d1-kdr-shevelyova2-p3 Николая Шевелёва, д. 2
10.229.66.113 d2-kdr-bocharnikova1-p1 Георгия Бочарникова, д. 1
10.229.66.112 d1-kdr-bocharnikova1-p1 Георгия Бочарникова, д. 1
10.229.66.98 d1-kdr-shevelyova2-p2 Николая Шевелёва, д. 2
10.229.66.103 d1-kdr-bocharnikova3-p4 Георгия Бочарникова, д. 3
10.229.66.102 d1-kdr-bocharnikova3-p3 Георгия Бочарникова, д. 3
10.229.66.171 d1-kdr-shevelyova-239901100-b2b  Губернский м-р, 0,05 севернее школы №102, вагончик "ЮСИ кубань"
10.228.74.124 d1-kdr-shifrina5-p1 И.Л. Шифрина, д. 5
10.229.66.170 d1-kdr-baibakova4-p2 Байбакова Н.К., д. 4
10.229.66.167 d1-kdr-posad53-p3 Владислава Посадского, д. 53
10.229.66.166 d1-kdr-posad53-p2 Владислава Посадского, д. 53
10.229.66.165 d1-kdr-posad53-p1 Владислава Посадского, д. 53
10.229.64.51 dm2-kdr-nevki15-p3 Невкипелого, д. 15
10.229.66.88 d1-kdr-shevelyova5-p1 Николая Шевелёва, д. 5
10.229.66.115 d1-kdr-shevelyova5-p2 Николая Шевелёва, д. 5
10.229.66.117 d1-kdr-shevelyova5-p4 Николая Шевелёва, д. 5
10.229.66.116 d1-kdr-shevelyova5-p3 Николая Шевелёва, д. 5
10.229.66.118 d1-kdr-shevelyova5-p5 Николая Шевелёва, д. 5
10.228.78.54 d3-kdr-simfe18-p11 Симферопольская, д. 18
10.229.66.181 d1-kdr-zip45-p2 Зиповская, д. 45
10.229.66.180 dm2-kdr-yatskova9-3-p6 Яцкова И.В., д. 9/к.3
10.229.64.52 d3-kdr-ignat41-p3 Игнатова, д. 41
10.228.69.29 d1-kdr-prom74-p1-b2b Промышленная, д. 74
10.228.119.123 d1-kdr-garazh77-p3 Гаражная, д. 77
10.229.126.78 d2-kdr-chekistov39-p2 Чекистов, д. 39
10.228.79.188 d1-kdr-kruzhev4-p1 Кружевная, д. 4
10.228.79.218 d1-kdr-kruzhev4-p2 Кружевная, д. 4
10.229.64.28 d1-kdr-kruzhev6-p1 Кружевная, д. 6
10.229.64.31 d1-kdr-kruzhev6-p2 Кружевная, д. 6
10.229.64.38 d1-kdr-kruzhev8-p1 Кружевная, д. 8
10.229.64.39 d1-kdr-kruzhev8-p2 Кружевная, д. 8
10.229.64.40 d1-kdr-kruzhev10-p1 Кружевная, д. 10
10.229.64.41 d1-kdr-kruzhev10-p2 Кружевная, д. 10
10.229.66.147 d1-kdr-shevelyova3-p1 Николая Шевелёва, д. 3
10.229.66.149 d1-kdr-shevelyova1-p1 Николая Шевелёва, д. 1
10.229.66.158 d1-kdr-dombai63-p4 Домбайская, д. 63
10.229.66.163 d2-kdr-yatskova17-p3 Яцкова И.В., д. 17
10.229.66.155 d1-kdr-dombai63-p1 Домбайская, д. 63
10.229.66.162 d1-kdr-yatskova17-p3 Яцкова И.В., д. 17
10.229.66.159 d1-kdr-dombai63-p5 Домбайская, д. 63
10.229.66.157 d1-kdr-dombai63-p3 Домбайская, д. 63
10.229.66.150 d1-kdr-shevelyova1-p2 Николая Шевелёва, д. 1
10.229.66.154 d2-kdr-dombai61-p1 Домбайская, д. 61
10.229.66.153 d1-kdr-dombai61-p1 Домбайская, д. 61
10.229.66.156 d1-kdr-dombai63-p2 Домбайская, д. 63
10.229.66.161 d1-kdr-yatskova17-p2 Яцкова И.В., д. 17
10.229.66.148 d2-kdr-shevelyova3-p1 Николая Шевелёва, д. 3
10.229.66.160 d1-kdr-yatskova17-p1 Яцкова И.В., д. 17
10.229.64.44 d1-kdr-kruzhev3-p1 Кружевная, д. 3
10.229.64.43 d1-kdr-kruzhev3-p2 Кружевная, д. 3
10.229.64.42 qf1-kdr-kruzhev3-p3 Кружевная, д. 3
10.229.64.48 d1-kdr-kruzhev5-p1 Кружевная, д. 5
10.229.64.49 d1-kdr-kruzhev5-p2 Кружевная, д. 5
10.229.64.57 d1-kdr-kruzhev5-p3 Кружевная, д. 5
10.229.64.63 d1-kdr-kruzhev9-p1 Кружевная, д. 9
10.229.64.65 qf1-kdr-kruzhev9-p2 Кружевная, д. 9
10.229.64.66 qf1-kdr-kruzhev9-p3 Кружевная, д. 9
10.229.66.129 d1-kdr-komandorskaya1-1-p1 Командорская, д. 1/к.1
10.229.66.130 d1-kdr-komandorskaya1-1-p2 Командорская, д. 1/к.1
10.229.123.186 d2-kdr-vojskovaya4-6-p1 Войсковая, д. 4/к.6
10.228.64.6 d2-kdr-vojskovaya4-6-p2 Войсковая, д. 4/к.6
10.229.66.134 d1-kdr-komandorskaya1-3-p2 Командорская, д. 1/к.3
10.229.66.184 d2-kdr-yatskova17-1-p2 Яцкова И.В., д. 17/к.1
10.229.66.182 d1-kdr-yatskova17-1-p1 Яцкова И.В., д. 17/к.1
10.229.66.186 d2-kdr-yatskova17-1-p3 Яцкова И.В., д. 17/к.1
10.229.66.133 d1-kdr-komandorskaya1-3-p1 Командорская, д. 1/к.3
10.229.66.183 d1-kdr-yatskova17-1-p2 Яцкова И.В., д. 17/к.1
10.229.66.185 d1-kdr-yatskova17-1-p3 Яцкова И.В., д. 17/к.1
10.229.64.69 qf1-kdr-kruzhev14-p1 Кружевная, д. 14
10.229.66.132 d1-kdr-komandorskaya1-2-p3 Командорская, д. 1/к.2
10.229.64.47 qf1-kdr-kruzhev7-p3 Кружевная, д. 7
10.229.64.46 d1-kdr-kruzhev7-p2 Кружевная, д. 7
10.229.64.68 qf1-kdr-kruzhev16-p3 Кружевная, д. 16
10.229.66.144 d1-kdr-komandorskaya5-3-p2 Командорская, д. 5/к.3
10.229.64.67 qf1-kdr-kruzhev16-p1 Кружевная, д. 16
10.229.64.61 d1-kdr-kruzhev16-p2 Кружевная, д. 16
10.229.64.70 qf1-kdr-kruzhev14-p3 Кружевная, д. 14
10.229.66.143 d1-kdr-komandorskaya5-3-p1 Командорская, д. 5/к.3
10.229.64.45 qf1-kdr-kruzhev7-p1 Кружевная, д. 7
10.229.64.58 d1-kdr-kruzhev14-p2 Кружевная, д. 14
10.229.66.119 d1-kdr-komandorskaya5-1-p1 Командорская, д. 5/к.1
10.229.66.120 d1-kdr-komandorskaya5-1-p2 Командорская, д. 5/к.1
10.229.66.131 d1-kdr-komandorskaya1-2-p1 Командорская, д. 1/к.2
10.229.65.38 d1-kdr-dalnjaja8-2-p1 Дальняя, д. 8/к.2
10.229.65.39 d1-kdr-dalnjaja8-2-p2 Дальняя, д. 8/к.2
10.228.67.21 d2-kdr-dalnjaja8-2-p1 Дальняя, д. 8/к.2
10.228.114.4 d1-kdr-klub11-p1 Клубная, д. 11
10.228.70.74 d1-kdr-korenov63-p2 Кореновская, д. 63
10.229.64.55 d1-kdr-artezian8-p1 Артезианская, д. 8
10.229.64.53 d1-kdr-artezian4-p1 Артезианская, д. 4
10.229.66.172 d1-kdr-yatskova1-10-p1 Яцкова И.В., д. 1/10
10.229.66.177 d2-kdr-yatskova1-10-p3 Яцкова И.В., д. 1/10
10.229.66.179 d4-kdr-yatskova1-10-p3 Яцкова И.В., д. 1/10
10.229.64.71 d1-kdr-avtolub1-3-1-p2 Автолюбителей, д. 1/3/к.1
10.229.66.173 d2-kdr-yatskova1-10-p1 Яцкова И.В., д. 1/10
10.229.64.60 d2-kdr-avtolub1-7-1-p1 Автолюбителей, д. 1/7/к.1
10.229.66.176 d1-kdr-yatskova1-10-p3 Яцкова И.В., д. 1/10
10.229.64.50 d2-kdr-avtolub1-3-1-p1 Автолюбителей, д. 1/3/к.1
10.229.66.174 d1-kdr-yatskova1-10-p2 Яцкова И.В., д. 1/10
10.229.64.62 d1-kdr-avtolub1-7-1-p2 Автолюбителей, д. 1/7/к.1
10.229.64.59 d1-kdr-avtolub1-7-1-p1 Автолюбителей, д. 1/7/к.1
10.229.64.72 d2-kdr-avtolub1-3-1-p2 Автолюбителей, д. 1/3/к.1
10.229.66.178 d3-kdr-yatskova1-10-p3 Яцкова И.В., д. 1/10
10.229.64.64 d2-kdr-avtolub1-7-1-p2 Автолюбителей, д. 1/7/к.1
10.228.79.208 d1-kdr-avtolub1-3-1-p1 Автолюбителей, д. 1/3/к.1
10.229.66.175 d2-kdr-yatskova1-10-p2 Яцкова И.В., д. 1/10
10.229.66.145 d1-kdr-komandorskaya5-2-p2 Командорская, д. 5/к.2
10.228.65.121 d1-kdr-karyakina17-p1 Карякина, д. 17
10.228.65.137 d1-kdr-karyakina17-p2 Карякина, д. 17
10.228.65.30 d2-kdr-razved23-1-p1 Героев-Разведчиков, д. 23/1
10.229.64.74 d1-kdr-blago4-p2 Дмитрия Благоева, д. 4
10.229.66.146 d1-kdr-komandorskaya5-2-p4 Командорская, д. 5/к.2
10.229.64.54 d1-kdr-artezian4-p2 Артезианская, д. 4
10.229.64.56 d2-kdr-artezian8-p1 Артезианская, д. 8
10.228.65.151 d1-kdr-dombai59-p1 Домбайская, д. 59
10.228.71.83 d1-kdr-dombai59-p2 Домбайская, д. 59
10.228.71.84 d1-kdr-dombai59-p3 Домбайская, д. 59
10.228.69.56 d1-kdr-obryvnaya135 Обрывная, д. 135,  столб МТС
10.229.64.76 d1-kdr-avtolub1-3-2-p1 Автолюбителей, д. 1/3/к.2
10.229.64.80 d1-kdr-avtolub1-7-2-p1 Автолюбителей, д. 1/7/к.2
10.229.64.79 d2-kdr-avtolub1-3-2-p2 Автолюбителей, д. 1/3/к.2
10.229.64.83 d2-kdr-avtolub1-7-2-p2 Автолюбителей, д. 1/7/к.2
10.229.64.77 d2-kdr-avtolub1-3-2-p1 Автолюбителей, д. 1/3/к.2
10.229.64.81 d2-kdr-avtolub1-7-2-p1 Автолюбителей, д. 1/7/к.2
10.229.64.78 d1-kdr-avtolub1-3-2-p2 Автолюбителей, д. 1/3/к.2
10.229.64.82 d1-kdr-avtolub1-7-2-p2 Автолюбителей, д. 1/7/к.2
10.229.64.75 d2-kdr-gidro62-1-p2 Гидростроителей, д. 62/к.1
